เขต ,พรรค,คะแนน,Tag,พรรคที่ชนะ,สส.แบ่งเขต 
เพชรบูรณ์ เขต 2,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
เพชรบูรณ์ เขต 2,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
เพชรบูรณ์ เขต 2,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
เพชรบูรณ์ เขต 2,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
เพชรบูรณ์ เขต 2,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
เพชรบูรณ์ เขต 2,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
เพชรบูรณ์ เขต 2,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
เพชรบูรณ์ เขต 2,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
เพชรบูรณ์ เขต 3,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
เพชรบูรณ์ เขต 3,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
เพชรบูรณ์ เขต 3,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
เพชรบูรณ์ เขต 3,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
เพชรบูรณ์ เขต 3,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
เพชรบูรณ์ เขต 3,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
เพชรบูรณ์ เขต 3,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
เพชรบูรณ์ เขต 3,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
เพชรบูรณ์ เขต 4,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
เพชรบูรณ์ เขต 4,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
เพชรบูรณ์ เขต 4,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
เพชรบูรณ์ เขต 4,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
เพชรบูรณ์ เขต 4,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
เพชรบูรณ์ เขต 4,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
เพชรบูรณ์ เขต 4,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
เพชรบูรณ์ เขต 4,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
เพชรบูรณ์ เขต 5,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
เพชรบูรณ์ เขต 5,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
เพชรบูรณ์ เขต 5,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
เพชรบูรณ์ เขต 5,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
เพชรบูรณ์ เขต 5,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
เพชรบูรณ์ เขต 5,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
เพชรบูรณ์ เขต 5,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
เพชรบูรณ์ เขต 5,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
มหาสารคาม เขต 1,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
มหาสารคาม เขต 1,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
มหาสารคาม เขต 1,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
มหาสารคาม เขต 1,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
มหาสารคาม เขต 1,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
มหาสารคาม เขต 1,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
มหาสารคาม เขต 1,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
มหาสารคาม เขต 1,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
มหาสารคาม เขต 2,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
มหาสารคาม เขต 2,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
มหาสารคาม เขต 2,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
มหาสารคาม เขต 2,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
มหาสารคาม เขต 2,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
มหาสารคาม เขต 2,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
มหาสารคาม เขต 2,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
มหาสารคาม เขต 2,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
มหาสารคาม เขต 3,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
มหาสารคาม เขต 3,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
มหาสารคาม เขต 3,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
มหาสารคาม เขต 3,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
มหาสารคาม เขต 3,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
มหาสารคาม เขต 3,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
มหาสารคาม เขต 3,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
มหาสารคาม เขต 3,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
มหาสารคาม เขต 4,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
มหาสารคาม เขต 4,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
มหาสารคาม เขต 4,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
มหาสารคาม เขต 4,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
มหาสารคาม เขต 4,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
มหาสารคาม เขต 4,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
มหาสารคาม เขต 4,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
มหาสารคาม เขต 4,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
มหาสารคาม เขต 5,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
มหาสารคาม เขต 5,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
มหาสารคาม เขต 5,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
มหาสารคาม เขต 5,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
มหาสารคาม เขต 5,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
มหาสารคาม เขต 5,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
มหาสารคาม เขต 5,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
มหาสารคาม เขต 5,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
ราชบุรี เขต 1,เพื่อไทย,9500,สูสี,ภูมิใจไทย,0
ราชบุรี เขต 1,ประชาธิปัตย์,9600,สูสี,ภูมิใจไทย,0
ราชบุรี เขต 1,พลังประชารัฐ,9700,สูสี,ภูมิใจไทย,0
ราชบุรี เขต 1,อนาคตใหม่,9800,สูสี,ภูมิใจไทย,0
ราชบุรี เขต 1,ภูมิใจไทย,9900,สูสี,ภูมิใจไทย,1
ราชบุรี เขต 1,พรรคไทยรักษาชาติ,9600,สูสี,ภูมิใจไทย,0
ราชบุรี เขต 1,เสรีรวมไทย,9700,สูสี,ภูมิใจไทย,0
ราชบุรี เขต 1,รวมพลังประชาชาติไทย,9800,สูสี,ภูมิใจไทย,0
ราชบุรี เขต 2,เพื่อไทย,9500,สูสี,ภูมิใจไทย,0
ราชบุรี เขต 2,ประชาธิปัตย์,9600,สูสี,ภูมิใจไทย,0
ราชบุรี เขต 2,พลังประชารัฐ,9700,สูสี,ภูมิใจไทย,0
ราชบุรี เขต 2,อนาคตใหม่,9800,สูสี,ภูมิใจไทย,0
ราชบุรี เขต 2,ภูมิใจไทย,9900,สูสี,ภูมิใจไทย,1
ราชบุรี เขต 2,พรรคไทยรักษาชาติ,9600,สูสี,ภูมิใจไทย,0
ราชบุรี เขต 2,เสรีรวมไทย,9700,สูสี,ภูมิใจไทย,0
ราชบุรี เขต 2,รวมพลังประชาชาติไทย,9800,สูสี,ภูมิใจไทย,0
ราชบุรี เขต 3,เพื่อไทย,9500,สูสี,ภูมิใจไทย,0
ราชบุรี เขต 3,ประชาธิปัตย์,9600,สูสี,ภูมิใจไทย,0
ราชบุรี เขต 3,พลังประชารัฐ,9700,สูสี,ภูมิใจไทย,0
ราชบุรี เขต 3,อนาคตใหม่,9800,สูสี,ภูมิใจไทย,0
ราชบุรี เขต 3,ภูมิใจไทย,9900,สูสี,ภูมิใจไทย,1
ราชบุรี เขต 3,พรรคไทยรักษาชาติ,9600,สูสี,ภูมิใจไทย,0
ราชบุรี เขต 3,เสรีรวมไทย,9700,สูสี,ภูมิใจไทย,0
ราชบุรี เขต 3,รวมพลังประชาชาติไทย,9800,สูสี,ภูมิใจไทย,0
ราชบุรี เขต 4,เพื่อไทย,9500,สูสี,ภูมิใจไทย,0
ราชบุรี เขต 4,ประชาธิปัตย์,9600,สูสี,ภูมิใจไทย,0
ราชบุรี เขต 4,พลังประชารัฐ,9700,สูสี,ภูมิใจไทย,0
ราชบุรี เขต 4,อนาคตใหม่,9800,สูสี,ภูมิใจไทย,0
ราชบุรี เขต 4,ภูมิใจไทย,9900,สูสี,ภูมิใจไทย,1
ราชบุรี เขต 4,พรรคไทยรักษาชาติ,9600,สูสี,ภูมิใจไทย,0
ราชบุรี เขต 4,เสรีรวมไทย,9700,สูสี,ภูมิใจไทย,0
ราชบุรี เขต 4,รวมพลังประชาชาติไทย,9800,สูสี,ภูมิใจไทย,0
ราชบุรี เขต 5,เพื่อไทย,7000,แพ้ขาด,ภูมิใจไทย,0
ราชบุรี เขต 5,ประชาธิปัตย์,7200,แพ้ขาด,ภูมิใจไทย,0
ราชบุรี เขต 5,พลังประชารัฐ,7400,แพ้ขาด,ภูมิใจไทย,0
ราชบุรี เขต 5,อนาคตใหม่,7600,แพ้ขาด,ภูมิใจไทย,0
ราชบุรี เขต 5,ภูมิใจไทย,43000,ชนะขาด,ภูมิใจไทย,1
ราชบุรี เขต 5,พรรคไทยรักษาชาติ,9800,แพ้ขาด,ภูมิใจไทย,0
ราชบุรี เขต 5,เสรีรวมไทย,9800,แพ้ขาด,ภูมิใจไทย,0
ราชบุรี เขต 5,รวมพลังประชาชาติไทย,9800,แพ้ขาด,ภูมิใจไทย,0
ชัยภูมิ เขต 1,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
ชัยภูมิ เขต 1,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
ชัยภูมิ เขต 1,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
ชัยภูมิ เขต 1,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
ชัยภูมิ เขต 1,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
ชัยภูมิ เขต 1,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
ชัยภูมิ เขต 1,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
ชัยภูมิ เขต 1,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
ชัยภูมิ เขต 2,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
ชัยภูมิ เขต 2,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
ชัยภูมิ เขต 2,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
ชัยภูมิ เขต 2,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
ชัยภูมิ เขต 2,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
ชัยภูมิ เขต 2,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
ชัยภูมิ เขต 2,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
ชัยภูมิ เขต 2,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
ชัยภูมิ เขต 3,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
ชัยภูมิ เขต 3,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
ชัยภูมิ เขต 3,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
ชัยภูมิ เขต 3,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
ชัยภูมิ เขต 3,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
ชัยภูมิ เขต 3,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
ชัยภูมิ เขต 3,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
ชัยภูมิ เขต 3,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
ชัยภูมิ เขต 4,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
ชัยภูมิ เขต 4,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
ชัยภูมิ เขต 4,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
ชัยภูมิ เขต 4,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
ชัยภูมิ เขต 4,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
ชัยภูมิ เขต 4,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
ชัยภูมิ เขต 4,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
ชัยภูมิ เขต 4,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
ชัยภูมิ เขต 5,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
ชัยภูมิ เขต 5,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
ชัยภูมิ เขต 5,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
ชัยภูมิ เขต 5,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
ชัยภูมิ เขต 5,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
ชัยภูมิ เขต 5,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
ชัยภูมิ เขต 5,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
ชัยภูมิ เขต 5,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
ชัยภูมิ เขต 6,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
ชัยภูมิ เขต 6,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
ชัยภูมิ เขต 6,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
ชัยภูมิ เขต 6,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
ชัยภูมิ เขต 6,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
ชัยภูมิ เขต 6,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
ชัยภูมิ เขต 6,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
ชัยภูมิ เขต 6,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
นครสวรรค์ เขต 1,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
นครสวรรค์ เขต 1,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
นครสวรรค์ เขต 1,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
นครสวรรค์ เขต 1,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
นครสวรรค์ เขต 1,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
นครสวรรค์ เขต 1,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
นครสวรรค์ เขต 1,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
นครสวรรค์ เขต 1,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
นครสวรรค์ เขต 2,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
นครสวรรค์ เขต 2,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
นครสวรรค์ เขต 2,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
นครสวรรค์ เขต 2,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
นครสวรรค์ เขต 2,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
นครสวรรค์ เขต 2,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
นครสวรรค์ เขต 2,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
นครสวรรค์ เขต 2,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
นครสวรรค์ เขต 3,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
นครสวรรค์ เขต 3,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
นครสวรรค์ เขต 3,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
นครสวรรค์ เขต 3,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
นครสวรรค์ เขต 3,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
นครสวรรค์ เขต 3,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
นครสวรรค์ เขต 3,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
นครสวรรค์ เขต 3,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
นครสวรรค์ เขต 4,เพื่อไทย,4500,แพ้ขาด,ประชาธิปัตย์,0
นครสวรรค์ เขต 4,ประชาธิปัตย์,45000,ชนะขาด,ประชาธิปัตย์,1
นครสวรรค์ เขต 4,พลังประชารัฐ,11233,แพ้ขาด,ประชาธิปัตย์,0
นครสวรรค์ เขต 4,อนาคตใหม่,1550,แพ้ขาด,ประชาธิปัตย์,0
นครสวรรค์ เขต 4,ภูมิใจไทย,4090,แพ้ขาด,ประชาธิปัตย์,0
นครสวรรค์ เขต 4,พรรคไทยรักษาชาติ,6700,แพ้ขาด,ประชาธิปัตย์,0
นครสวรรค์ เขต 4,เสรีรวมไทย,7900,แพ้ขาด,ประชาธิปัตย์,0
นครสวรรค์ เขต 4,รวมพลังประชาชาติไทย,5460,แพ้ขาด,ประชาธิปัตย์,0
นครสวรรค์ เขต 5,เพื่อไทย,4500,แพ้ขาด,ประชาธิปัตย์,0
นครสวรรค์ เขต 5,ประชาธิปัตย์,45000,ชนะขาด,ประชาธิปัตย์,1
นครสวรรค์ เขต 5,พลังประชารัฐ,11233,แพ้ขาด,ประชาธิปัตย์,0
นครสวรรค์ เขต 5,อนาคตใหม่,1550,แพ้ขาด,ประชาธิปัตย์,0
นครสวรรค์ เขต 5,ภูมิใจไทย,4090,แพ้ขาด,ประชาธิปัตย์,0
นครสวรรค์ เขต 5,พรรคไทยรักษาชาติ,6700,แพ้ขาด,ประชาธิปัตย์,0
นครสวรรค์ เขต 5,เสรีรวมไทย,7900,แพ้ขาด,ประชาธิปัตย์,0
นครสวรรค์ เขต 5,รวมพลังประชาชาติไทย,5460,แพ้ขาด,ประชาธิปัตย์,0
นครสวรรค์ เขต 6,เพื่อไทย,4500,แพ้ขาด,ประชาธิปัตย์,0
นครสวรรค์ เขต 6,ประชาธิปัตย์,45000,ชนะขาด,ประชาธิปัตย์,1
นครสวรรค์ เขต 6,พลังประชารัฐ,11233,แพ้ขาด,ประชาธิปัตย์,0
นครสวรรค์ เขต 6,อนาคตใหม่,1550,แพ้ขาด,ประชาธิปัตย์,0
นครสวรรค์ เขต 6,ภูมิใจไทย,4090,แพ้ขาด,ประชาธิปัตย์,0
นครสวรรค์ เขต 6,พรรคไทยรักษาชาติ,6700,แพ้ขาด,ประชาธิปัตย์,0
นครสวรรค์ เขต 6,เสรีรวมไทย,7900,แพ้ขาด,ประชาธิปัตย์,0
นครสวรรค์ เขต 6,รวมพลังประชาชาติไทย,5460,แพ้ขาด,ประชาธิปัตย์,0
นนทบุรี เขต 1,เพื่อไทย,8600,สูสี,ภูมิใจไทย,0
นนทบุรี เขต 1,ประชาธิปัตย์,8700,สูสี,ภูมิใจไทย,0
นนทบุรี เขต 1,พลังประชารัฐ,8800,สูสี,ภูมิใจไทย,0
นนทบุรี เขต 1,อนาคตใหม่,8900,สูสี,ภูมิใจไทย,0
นนทบุรี เขต 1,ภูมิใจไทย,9000,สูสี,ภูมิใจไทย,1
นนทบุรี เขต 1,พรรคไทยรักษาชาติ,8900,สูสี,ภูมิใจไทย,0
นนทบุรี เขต 1,เสรีรวมไทย,8000,สูสี,ภูมิใจไทย,0
นนทบุรี เขต 1,รวมพลังประชาชาติไทย,8500,สูสี,ภูมิใจไทย,0
นนทบุรี เขต 2,เพื่อไทย,8600,สูสี,ภูมิใจไทย,0
นนทบุรี เขต 2,ประชาธิปัตย์,8700,สูสี,ภูมิใจไทย,0
นนทบุรี เขต 2,พลังประชารัฐ,8800,สูสี,ภูมิใจไทย,0
นนทบุรี เขต 2,อนาคตใหม่,8900,สูสี,ภูมิใจไทย,0
นนทบุรี เขต 2,ภูมิใจไทย,9000,สูสี,ภูมิใจไทย,1
นนทบุรี เขต 2,พรรคไทยรักษาชาติ,8900,สูสี,ภูมิใจไทย,0
นนทบุรี เขต 2,เสรีรวมไทย,8000,สูสี,ภูมิใจไทย,0
นนทบุรี เขต 2,รวมพลังประชาชาติไทย,8500,สูสี,ภูมิใจไทย,0
นนทบุรี เขต 3,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
นนทบุรี เขต 3,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
นนทบุรี เขต 3,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
นนทบุรี เขต 3,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
นนทบุรี เขต 3,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
นนทบุรี เขต 3,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
นนทบุรี เขต 3,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
นนทบุรี เขต 3,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
นนทบุรี เขต 4,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
นนทบุรี เขต 4,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
นนทบุรี เขต 4,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
นนทบุรี เขต 4,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
นนทบุรี เขต 4,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
นนทบุรี เขต 4,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
นนทบุรี เขต 4,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
นนทบุรี เขต 4,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
นนทบุรี เขต 5,เพื่อไทย,4500,แพ้ขาด,ประชาธิปัตย์,0
นนทบุรี เขต 5,ประชาธิปัตย์,45000,ชนะขาด,ประชาธิปัตย์,1
นนทบุรี เขต 5,พลังประชารัฐ,11233,แพ้ขาด,ประชาธิปัตย์,0
นนทบุรี เขต 5,อนาคตใหม่,1550,แพ้ขาด,ประชาธิปัตย์,0
นนทบุรี เขต 5,ภูมิใจไทย,4090,แพ้ขาด,ประชาธิปัตย์,0
นนทบุรี เขต 5,พรรคไทยรักษาชาติ,6700,แพ้ขาด,ประชาธิปัตย์,0
นนทบุรี เขต 5,เสรีรวมไทย,7900,แพ้ขาด,ประชาธิปัตย์,0
นนทบุรี เขต 5,รวมพลังประชาชาติไทย,5460,แพ้ขาด,ประชาธิปัตย์,0
นนทบุรี เขต 6,เพื่อไทย,4500,แพ้ขาด,ประชาธิปัตย์,0
นนทบุรี เขต 6,ประชาธิปัตย์,45000,ชนะขาด,ประชาธิปัตย์,1
นนทบุรี เขต 6,พลังประชารัฐ,11233,แพ้ขาด,ประชาธิปัตย์,0
นนทบุรี เขต 6,อนาคตใหม่,1550,แพ้ขาด,ประชาธิปัตย์,0
นนทบุรี เขต 6,ภูมิใจไทย,4090,แพ้ขาด,ประชาธิปัตย์,0
นนทบุรี เขต 6,พรรคไทยรักษาชาติ,6700,แพ้ขาด,ประชาธิปัตย์,0
นนทบุรี เขต 6,เสรีรวมไทย,7900,แพ้ขาด,ประชาธิปัตย์,0
นนทบุรี เขต 6,รวมพลังประชาชาติไทย,5460,แพ้ขาด,ประชาธิปัตย์,0
ปทุมธานี เขต 1,เพื่อไทย,9500,สูสี,อนาคตใหม่,0
ปทุมธานี เขต 1,ประชาธิปัตย์,9600,สูสี,อนาคตใหม่,0
ปทุมธานี เขต 1,พลังประชารัฐ,9700,สูสี,อนาคตใหม่,0
ปทุมธานี เขต 1,อนาคตใหม่,9800,สูสี,อนาคตใหม่,1
ปทุมธานี เขต 1,ภูมิใจไทย,9500,สูสี,อนาคตใหม่,0
ปทุมธานี เขต 1,พรรคไทยรักษาชาติ,9500,สูสี,อนาคตใหม่,0
ปทุมธานี เขต 1,เสรีรวมไทย,9600,สูสี,อนาคตใหม่,0
ปทุมธานี เขต 1,รวมพลังประชาชาติไทย,9700,สูสี,อนาคตใหม่,0
ปทุมธานี เขต 2,เพื่อไทย,4500,แพ้ขาด,ประชาธิปัตย์,0
ปทุมธานี เขต 2,ประชาธิปัตย์,45000,ชนะขาด,ประชาธิปัตย์,1
ปทุมธานี เขต 2,พลังประชารัฐ,11233,แพ้ขาด,ประชาธิปัตย์,0
ปทุมธานี เขต 2,อนาคตใหม่,1550,แพ้ขาด,ประชาธิปัตย์,0
ปทุมธานี เขต 2,ภูมิใจไทย,4090,แพ้ขาด,ประชาธิปัตย์,0
ปทุมธานี เขต 2,พรรคไทยรักษาชาติ,6700,แพ้ขาด,ประชาธิปัตย์,0
ปทุมธานี เขต 2,เสรีรวมไทย,7900,แพ้ขาด,ประชาธิปัตย์,0
ปทุมธานี เขต 2,รวมพลังประชาชาติไทย,5460,แพ้ขาด,ประชาธิปัตย์,0
ปทุมธานี เขต 3,เพื่อไทย,4500,แพ้ขาด,ประชาธิปัตย์,0
ปทุมธานี เขต 3,ประชาธิปัตย์,45000,ชนะขาด,ประชาธิปัตย์,1
ปทุมธานี เขต 3,พลังประชารัฐ,11233,แพ้ขาด,ประชาธิปัตย์,0
ปทุมธานี เขต 3,อนาคตใหม่,1550,แพ้ขาด,ประชาธิปัตย์,0
ปทุมธานี เขต 3,ภูมิใจไทย,4090,แพ้ขาด,ประชาธิปัตย์,0
ปทุมธานี เขต 3,พรรคไทยรักษาชาติ,6700,แพ้ขาด,ประชาธิปัตย์,0
ปทุมธานี เขต 3,เสรีรวมไทย,7900,แพ้ขาด,ประชาธิปัตย์,0
ปทุมธานี เขต 3,รวมพลังประชาชาติไทย,5460,แพ้ขาด,ประชาธิปัตย์,0
ปทุมธานี เขต 4,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
ปทุมธานี เขต 4,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
