รหัสพรรค,ชื่อเขต,รหัสเขต,ชื่อพรรค,เปอร์เซ็น/คะแนน,ภูมิภาค
000,เพชรบูรณ์ เขต4,A5404,บัตรเสีย,17,กลาง
888,เพชรบูรณ์ เขต4,A5404,ไม่ใช่สิทธิ์ลงคะแนน,3,กลาง
999,เพชรบูรณ์ เขต5,A5405,บัตรดี,,กลาง
034,เพชรบูรณ์ เขต5,A5405,เพื่อไทย,6,กลาง
001,เพชรบูรณ์ เขต5,A5405,ประชาธิปัตย์,14,กลาง
192,เพชรบูรณ์ เขต5,A5405,พลังประชารัฐ,11,กลาง
177,เพชรบูรณ์ เขต5,A5405,อนาคตใหม่,6,กลาง
063,เพชรบูรณ์ เขต5,A5405,ภูมิใจไทย,7,กลาง
077,เพชรบูรณ์ เขต5,A5405,พรรคไทยรักษาชาติ,13,กลาง
145,เพชรบูรณ์ เขต5,A5405,เสรีรวมไทย,9,กลาง
181,เพชรบูรณ์ เขต5,A5405,รวมพลังประชาชาติไทย,20,กลาง
000,เพชรบูรณ์ เขต5,A5405,บัตรเสีย,10,กลาง
888,เพชรบูรณ์ เขต5,A5405,ไม่ใช่สิทธิ์ลงคะแนน,4,กลาง
999,มหาสารคาม เขต1,A5501,บัตรดี,,ตะวันออกเฉียงเหนือ
034,มหาสารคาม เขต1,A5501,เพื่อไทย,6,ตะวันออกเฉียงเหนือ
001,มหาสารคาม เขต1,A5501,ประชาธิปัตย์,11,ตะวันออกเฉียงเหนือ
192,มหาสารคาม เขต1,A5501,พลังประชารัฐ,15,ตะวันออกเฉียงเหนือ
177,มหาสารคาม เขต1,A5501,อนาคตใหม่,7,ตะวันออกเฉียงเหนือ
063,มหาสารคาม เขต1,A5501,ภูมิใจไทย,11,ตะวันออกเฉียงเหนือ
077,มหาสารคาม เขต1,A5501,พรรคไทยรักษาชาติ,18,ตะวันออกเฉียงเหนือ
145,มหาสารคาม เขต1,A5501,เสรีรวมไทย,9,ตะวันออกเฉียงเหนือ
181,มหาสารคาม เขต1,A5501,รวมพลังประชาชาติไทย,13,ตะวันออกเฉียงเหนือ
000,มหาสารคาม เขต1,A5501,บัตรเสีย,5,ตะวันออกเฉียงเหนือ
888,มหาสารคาม เขต1,A5501,ไม่ใช่สิทธิ์ลงคะแนน,5,ตะวันออกเฉียงเหนือ
999,มหาสารคาม เขต2,A5502,บัตรดี,,ตะวันออกเฉียงเหนือ
034,มหาสารคาม เขต2,A5502,เพื่อไทย,8,ตะวันออกเฉียงเหนือ
001,มหาสารคาม เขต2,A5502,ประชาธิปัตย์,15,ตะวันออกเฉียงเหนือ
192,มหาสารคาม เขต2,A5502,พลังประชารัฐ,13,ตะวันออกเฉียงเหนือ
177,มหาสารคาม เขต2,A5502,อนาคตใหม่,5,ตะวันออกเฉียงเหนือ
063,มหาสารคาม เขต2,A5502,ภูมิใจไทย,15,ตะวันออกเฉียงเหนือ
077,มหาสารคาม เขต2,A5502,พรรคไทยรักษาชาติ,13,ตะวันออกเฉียงเหนือ
145,มหาสารคาม เขต2,A5502,เสรีรวมไทย,15,ตะวันออกเฉียงเหนือ
181,มหาสารคาม เขต2,A5502,รวมพลังประชาชาติไทย,6,ตะวันออกเฉียงเหนือ
000,มหาสารคาม เขต2,A5502,บัตรเสีย,6,ตะวันออกเฉียงเหนือ
888,มหาสารคาม เขต2,A5502,ไม่ใช่สิทธิ์ลงคะแนน,4,ตะวันออกเฉียงเหนือ
999,มหาสารคาม เขต3,A5503,บัตรดี,,ตะวันออกเฉียงเหนือ
034,มหาสารคาม เขต3,A5503,เพื่อไทย,10,ตะวันออกเฉียงเหนือ
001,มหาสารคาม เขต3,A5503,ประชาธิปัตย์,10,ตะวันออกเฉียงเหนือ
192,มหาสารคาม เขต3,A5503,พลังประชารัฐ,20,ตะวันออกเฉียงเหนือ
177,มหาสารคาม เขต3,A5503,อนาคตใหม่,12,ตะวันออกเฉียงเหนือ
063,มหาสารคาม เขต3,A5503,ภูมิใจไทย,12,ตะวันออกเฉียงเหนือ
077,มหาสารคาม เขต3,A5503,พรรคไทยรักษาชาติ,9,ตะวันออกเฉียงเหนือ
145,มหาสารคาม เขต3,A5503,เสรีรวมไทย,10,ตะวันออกเฉียงเหนือ
181,มหาสารคาม เขต3,A5503,รวมพลังประชาชาติไทย,10,ตะวันออกเฉียงเหนือ
000,มหาสารคาม เขต3,A5503,บัตรเสีย,5,ตะวันออกเฉียงเหนือ
888,มหาสารคาม เขต3,A5503,ไม่ใช่สิทธิ์ลงคะแนน,2,ตะวันออกเฉียงเหนือ
999,มหาสารคาม เขต4,A5504,บัตรดี,,ตะวันออกเฉียงเหนือ
034,มหาสารคาม เขต4,A5504,เพื่อไทย,5,ตะวันออกเฉียงเหนือ
001,มหาสารคาม เขต4,A5504,ประชาธิปัตย์,7,ตะวันออกเฉียงเหนือ
192,มหาสารคาม เขต4,A5504,พลังประชารัฐ,5,ตะวันออกเฉียงเหนือ
177,มหาสารคาม เขต4,A5504,อนาคตใหม่,13,ตะวันออกเฉียงเหนือ
063,มหาสารคาม เขต4,A5504,ภูมิใจไทย,6,ตะวันออกเฉียงเหนือ
077,มหาสารคาม เขต4,A5504,พรรคไทยรักษาชาติ,11,ตะวันออกเฉียงเหนือ
145,มหาสารคาม เขต4,A5504,เสรีรวมไทย,18,ตะวันออกเฉียงเหนือ
181,มหาสารคาม เขต4,A5504,รวมพลังประชาชาติไทย,13,ตะวันออกเฉียงเหนือ
000,มหาสารคาม เขต4,A5504,บัตรเสีย,19,ตะวันออกเฉียงเหนือ
888,มหาสารคาม เขต4,A5504,ไม่ใช่สิทธิ์ลงคะแนน,3,ตะวันออกเฉียงเหนือ
999,มหาสารคาม เขต5,A5505,บัตรดี,,ตะวันออกเฉียงเหนือ
034,มหาสารคาม เขต5,A5505,เพื่อไทย,11,ตะวันออกเฉียงเหนือ
001,มหาสารคาม เขต5,A5505,ประชาธิปัตย์,8,ตะวันออกเฉียงเหนือ
192,มหาสารคาม เขต5,A5505,พลังประชารัฐ,5,ตะวันออกเฉียงเหนือ
177,มหาสารคาม เขต5,A5505,อนาคตใหม่,17,ตะวันออกเฉียงเหนือ
063,มหาสารคาม เขต5,A5505,ภูมิใจไทย,17,ตะวันออกเฉียงเหนือ
077,มหาสารคาม เขต5,A5505,พรรคไทยรักษาชาติ,18,ตะวันออกเฉียงเหนือ
145,มหาสารคาม เขต5,A5505,เสรีรวมไทย,8,ตะวันออกเฉียงเหนือ
181,มหาสารคาม เขต5,A5505,รวมพลังประชาชาติไทย,6,ตะวันออกเฉียงเหนือ
000,มหาสารคาม เขต5,A5505,บัตรเสีย,5,ตะวันออกเฉียงเหนือ
888,มหาสารคาม เขต5,A5505,ไม่ใช่สิทธิ์ลงคะแนน,5,ตะวันออกเฉียงเหนือ
999,ราชบุรี เขต1,A5601,บัตรดี,,ตะวันตก
034,ราชบุรี เขต1,A5601,เพื่อไทย,8,ตะวันตก
001,ราชบุรี เขต1,A5601,ประชาธิปัตย์,20,ตะวันตก
192,ราชบุรี เขต1,A5601,พลังประชารัฐ,6,ตะวันตก
177,ราชบุรี เขต1,A5601,อนาคตใหม่,12,ตะวันตก
063,ราชบุรี เขต1,A5601,ภูมิใจไทย,11,ตะวันตก
077,ราชบุรี เขต1,A5601,พรรคไทยรักษาชาติ,16,ตะวันตก
145,ราชบุรี เขต1,A5601,เสรีรวมไทย,12,ตะวันตก
181,ราชบุรี เขต1,A5601,รวมพลังประชาชาติไทย,6,ตะวันตก
000,ราชบุรี เขต1,A5601,บัตรเสีย,8,ตะวันตก
888,ราชบุรี เขต1,A5601,ไม่ใช่สิทธิ์ลงคะแนน,1,ตะวันตก
999,ราชบุรี เขต2,A5602,บัตรดี,,ตะวันตก
034,ราชบุรี เขต2,A5602,เพื่อไทย,13,ตะวันตก
001,ราชบุรี เขต2,A5602,ประชาธิปัตย์,15,ตะวันตก
192,ราชบุรี เขต2,A5602,พลังประชารัฐ,15,ตะวันตก
177,ราชบุรี เขต2,A5602,อนาคตใหม่,10,ตะวันตก
063,ราชบุรี เขต2,A5602,ภูมิใจไทย,6,ตะวันตก
077,ราชบุรี เขต2,A5602,พรรคไทยรักษาชาติ,9,ตะวันตก
145,ราชบุรี เขต2,A5602,เสรีรวมไทย,15,ตะวันตก
181,ราชบุรี เขต2,A5602,รวมพลังประชาชาติไทย,5,ตะวันตก
000,ราชบุรี เขต2,A5602,บัตรเสีย,10,ตะวันตก
888,ราชบุรี เขต2,A5602,ไม่ใช่สิทธิ์ลงคะแนน,2,ตะวันตก
999,ราชบุรี เขต3,A5603,บัตรดี,,ตะวันตก
034,ราชบุรี เขต3,A5603,เพื่อไทย,5,ตะวันตก
001,ราชบุรี เขต3,A5603,ประชาธิปัตย์,12,ตะวันตก
192,ราชบุรี เขต3,A5603,พลังประชารัฐ,10,ตะวันตก
177,ราชบุรี เขต3,A5603,อนาคตใหม่,13,ตะวันตก
063,ราชบุรี เขต3,A5603,ภูมิใจไทย,15,ตะวันตก
077,ราชบุรี เขต3,A5603,พรรคไทยรักษาชาติ,14,ตะวันตก
145,ราชบุรี เขต3,A5603,เสรีรวมไทย,7,ตะวันตก
181,ราชบุรี เขต3,A5603,รวมพลังประชาชาติไทย,14,ตะวันตก
000,ราชบุรี เขต3,A5603,บัตรเสีย,8,ตะวันตก
888,ราชบุรี เขต3,A5603,ไม่ใช่สิทธิ์ลงคะแนน,2,ตะวันตก
999,ราชบุรี เขต4,A5604,บัตรดี,,ตะวันตก
034,ราชบุรี เขต4,A5604,เพื่อไทย,6,ตะวันตก
001,ราชบุรี เขต4,A5604,ประชาธิปัตย์,10,ตะวันตก
192,ราชบุรี เขต4,A5604,พลังประชารัฐ,8,ตะวันตก
177,ราชบุรี เขต4,A5604,อนาคตใหม่,6,ตะวันตก
063,ราชบุรี เขต4,A5604,ภูมิใจไทย,16,ตะวันตก
077,ราชบุรี เขต4,A5604,พรรคไทยรักษาชาติ,16,ตะวันตก
145,ราชบุรี เขต4,A5604,เสรีรวมไทย,9,ตะวันตก
181,ราชบุรี เขต4,A5604,รวมพลังประชาชาติไทย,15,ตะวันตก
000,ราชบุรี เขต4,A5604,บัตรเสีย,12,ตะวันตก
888,ราชบุรี เขต4,A5604,ไม่ใช่สิทธิ์ลงคะแนน,2,ตะวันตก
999,ราชบุรี เขต5,A5605,บัตรดี,,ตะวันตก
034,ราชบุรี เขต5,A5605,เพื่อไทย,13,ตะวันตก
001,ราชบุรี เขต5,A5605,ประชาธิปัตย์,8,ตะวันตก
192,ราชบุรี เขต5,A5605,พลังประชารัฐ,16,ตะวันตก
177,ราชบุรี เขต5,A5605,อนาคตใหม่,6,ตะวันตก
063,ราชบุรี เขต5,A5605,ภูมิใจไทย,6,ตะวันตก
077,ราชบุรี เขต5,A5605,พรรคไทยรักษาชาติ,18,ตะวันตก
145,ราชบุรี เขต5,A5605,เสรีรวมไทย,9,ตะวันตก
181,ราชบุรี เขต5,A5605,รวมพลังประชาชาติไทย,5,ตะวันตก
000,ราชบุรี เขต5,A5605,บัตรเสีย,10,ตะวันตก
888,ราชบุรี เขต5,A5605,ไม่ใช่สิทธิ์ลงคะแนน,9,ตะวันตก
999,ชัยภูมิ เขต1,A5701,บัตรดี,,ตะวันออกเฉียงเหนือ
034,ชัยภูมิ เขต1,A5701,เพื่อไทย,16,ตะวันออกเฉียงเหนือ
001,ชัยภูมิ เขต1,A5701,ประชาธิปัตย์,9,ตะวันออกเฉียงเหนือ
192,ชัยภูมิ เขต1,A5701,พลังประชารัฐ,15,ตะวันออกเฉียงเหนือ
177,ชัยภูมิ เขต1,A5701,อนาคตใหม่,12,ตะวันออกเฉียงเหนือ
063,ชัยภูมิ เขต1,A5701,ภูมิใจไทย,10,ตะวันออกเฉียงเหนือ
077,ชัยภูมิ เขต1,A5701,พรรคไทยรักษาชาติ,6,ตะวันออกเฉียงเหนือ
145,ชัยภูมิ เขต1,A5701,เสรีรวมไทย,14,ตะวันออกเฉียงเหนือ
181,ชัยภูมิ เขต1,A5701,รวมพลังประชาชาติไทย,8,ตะวันออกเฉียงเหนือ
000,ชัยภูมิ เขต1,A5701,บัตรเสีย,8,ตะวันออกเฉียงเหนือ
888,ชัยภูมิ เขต1,A5701,ไม่ใช่สิทธิ์ลงคะแนน,2,ตะวันออกเฉียงเหนือ
999,ชัยภูมิ เขต2,A5702,บัตรดี,,ตะวันออกเฉียงเหนือ
034,ชัยภูมิ เขต2,A5702,เพื่อไทย,11,ตะวันออกเฉียงเหนือ
001,ชัยภูมิ เขต2,A5702,ประชาธิปัตย์,13,ตะวันออกเฉียงเหนือ
192,ชัยภูมิ เขต2,A5702,พลังประชารัฐ,10,ตะวันออกเฉียงเหนือ
177,ชัยภูมิ เขต2,A5702,อนาคตใหม่,8,ตะวันออกเฉียงเหนือ
063,ชัยภูมิ เขต2,A5702,ภูมิใจไทย,8,ตะวันออกเฉียงเหนือ
077,ชัยภูมิ เขต2,A5702,พรรคไทยรักษาชาติ,12,ตะวันออกเฉียงเหนือ
145,ชัยภูมิ เขต2,A5702,เสรีรวมไทย,13,ตะวันออกเฉียงเหนือ
181,ชัยภูมิ เขต2,A5702,รวมพลังประชาชาติไทย,17,ตะวันออกเฉียงเหนือ
000,ชัยภูมิ เขต2,A5702,บัตรเสีย,7,ตะวันออกเฉียงเหนือ
888,ชัยภูมิ เขต2,A5702,ไม่ใช่สิทธิ์ลงคะแนน,1,ตะวันออกเฉียงเหนือ
999,ชัยภูมิ เขต3,A5703,บัตรดี,,ตะวันออกเฉียงเหนือ
034,ชัยภูมิ เขต3,A5703,เพื่อไทย,8,ตะวันออกเฉียงเหนือ
001,ชัยภูมิ เขต3,A5703,ประชาธิปัตย์,6,ตะวันออกเฉียงเหนือ
192,ชัยภูมิ เขต3,A5703,พลังประชารัฐ,10,ตะวันออกเฉียงเหนือ
177,ชัยภูมิ เขต3,A5703,อนาคตใหม่,7,ตะวันออกเฉียงเหนือ
063,ชัยภูมิ เขต3,A5703,ภูมิใจไทย,9,ตะวันออกเฉียงเหนือ
077,ชัยภูมิ เขต3,A5703,พรรคไทยรักษาชาติ,12,ตะวันออกเฉียงเหนือ
145,ชัยภูมิ เขต3,A5703,เสรีรวมไทย,9,ตะวันออกเฉียงเหนือ
181,ชัยภูมิ เขต3,A5703,รวมพลังประชาชาติไทย,8,ตะวันออกเฉียงเหนือ
000,ชัยภูมิ เขต3,A5703,บัตรเสีย,16,ตะวันออกเฉียงเหนือ
888,ชัยภูมิ เขต3,A5703,ไม่ใช่สิทธิ์ลงคะแนน,15,ตะวันออกเฉียงเหนือ
999,ชัยภูมิ เขต4,A5704,บัตรดี,,ตะวันออกเฉียงเหนือ
034,ชัยภูมิ เขต4,A5704,เพื่อไทย,17,ตะวันออกเฉียงเหนือ
001,ชัยภูมิ เขต4,A5704,ประชาธิปัตย์,13,ตะวันออกเฉียงเหนือ
192,ชัยภูมิ เขต4,A5704,พลังประชารัฐ,8,ตะวันออกเฉียงเหนือ
177,ชัยภูมิ เขต4,A5704,อนาคตใหม่,5,ตะวันออกเฉียงเหนือ
063,ชัยภูมิ เขต4,A5704,ภูมิใจไทย,10,ตะวันออกเฉียงเหนือ
077,ชัยภูมิ เขต4,A5704,พรรคไทยรักษาชาติ,9,ตะวันออกเฉียงเหนือ
145,ชัยภูมิ เขต4,A5704,เสรีรวมไทย,11,ตะวันออกเฉียงเหนือ
181,ชัยภูมิ เขต4,A5704,รวมพลังประชาชาติไทย,8,ตะวันออกเฉียงเหนือ
000,ชัยภูมิ เขต4,A5704,บัตรเสีย,11,ตะวันออกเฉียงเหนือ
888,ชัยภูมิ เขต4,A5704,ไม่ใช่สิทธิ์ลงคะแนน,8,ตะวันออกเฉียงเหนือ
999,ชัยภูมิ เขต5,A5705,บัตรดี,,ตะวันออกเฉียงเหนือ
034,ชัยภูมิ เขต5,A5705,เพื่อไทย,5,ตะวันออกเฉียงเหนือ
001,ชัยภูมิ เขต5,A5705,ประชาธิปัตย์,10,ตะวันออกเฉียงเหนือ
192,ชัยภูมิ เขต5,A5705,พลังประชารัฐ,8,ตะวันออกเฉียงเหนือ
177,ชัยภูมิ เขต5,A5705,อนาคตใหม่,15,ตะวันออกเฉียงเหนือ
063,ชัยภูมิ เขต5,A5705,ภูมิใจไทย,8,ตะวันออกเฉียงเหนือ
077,ชัยภูมิ เขต5,A5705,พรรคไทยรักษาชาติ,5,ตะวันออกเฉียงเหนือ
145,ชัยภูมิ เขต5,A5705,เสรีรวมไทย,15,ตะวันออกเฉียงเหนือ
181,ชัยภูมิ เขต5,A5705,รวมพลังประชาชาติไทย,16,ตะวันออกเฉียงเหนือ
000,ชัยภูมิ เขต5,A5705,บัตรเสีย,14,ตะวันออกเฉียงเหนือ
888,ชัยภูมิ เขต5,A5705,ไม่ใช่สิทธิ์ลงคะแนน,4,ตะวันออกเฉียงเหนือ
999,ชัยภูมิ เขต6,A5706,บัตรดี,,ตะวันออกเฉียงเหนือ
034,ชัยภูมิ เขต6,A5706,เพื่อไทย,6,ตะวันออกเฉียงเหนือ
001,ชัยภูมิ เขต6,A5706,ประชาธิปัตย์,18,ตะวันออกเฉียงเหนือ
192,ชัยภูมิ เขต6,A5706,พลังประชารัฐ,7,ตะวันออกเฉียงเหนือ
177,ชัยภูมิ เขต6,A5706,อนาคตใหม่,15,ตะวันออกเฉียงเหนือ
063,ชัยภูมิ เขต6,A5706,ภูมิใจไทย,10,ตะวันออกเฉียงเหนือ
077,ชัยภูมิ เขต6,A5706,พรรคไทยรักษาชาติ,11,ตะวันออกเฉียงเหนือ
145,ชัยภูมิ เขต6,A5706,เสรีรวมไทย,6,ตะวันออกเฉียงเหนือ
181,ชัยภูมิ เขต6,A5706,รวมพลังประชาชาติไทย,12,ตะวันออกเฉียงเหนือ
000,ชัยภูมิ เขต6,A5706,บัตรเสีย,7,ตะวันออกเฉียงเหนือ
888,ชัยภูมิ เขต6,A5706,ไม่ใช่สิทธิ์ลงคะแนน,8,ตะวันออกเฉียงเหนือ
999,นครสวรรค์ เขต1,A5801,บัตรดี,,กลาง
034,นครสวรรค์ เขต1,A5801,เพื่อไทย,15,กลาง
001,นครสวรรค์ เขต1,A5801,ประชาธิปัตย์,5,กลาง
192,นครสวรรค์ เขต1,A5801,พลังประชารัฐ,8,กลาง
177,นครสวรรค์ เขต1,A5801,อนาคตใหม่,15,กลาง
063,นครสวรรค์ เขต1,A5801,ภูมิใจไทย,8,กลาง
077,นครสวรรค์ เขต1,A5801,พรรคไทยรักษาชาติ,8,กลาง
145,นครสวรรค์ เขต1,A5801,เสรีรวมไทย,15,กลาง
181,นครสวรรค์ เขต1,A5801,รวมพลังประชาชาติไทย,15,กลาง
000,นครสวรรค์ เขต1,A5801,บัตรเสีย,9,กลาง
888,นครสวรรค์ เขต1,A5801,ไม่ใช่สิทธิ์ลงคะแนน,2,กลาง
999,นครสวรรค์ เขต2,A5802,บัตรดี,,กลาง
034,นครสวรรค์ เขต2,A5802,เพื่อไทย,19,กลาง
001,นครสวรรค์ เขต2,A5802,ประชาธิปัตย์,11,กลาง
192,นครสวรรค์ เขต2,A5802,พลังประชารัฐ,13,กลาง
177,นครสวรรค์ เขต2,A5802,อนาคตใหม่,5,กลาง
063,นครสวรรค์ เขต2,A5802,ภูมิใจไทย,7,กลาง
077,นครสวรรค์ เขต2,A5802,พรรคไทยรักษาชาติ,13,กลาง
145,นครสวรรค์ เขต2,A5802,เสรีรวมไทย,8,กลาง
181,นครสวรรค์ เขต2,A5802,รวมพลังประชาชาติไทย,6,กลาง
000,นครสวรรค์ เขต2,A5802,บัตรเสีย,14,กลาง
888,นครสวรรค์ เขต2,A5802,ไม่ใช่สิทธิ์ลงคะแนน,4,กลาง
999,นครสวรรค์ เขต3,A5803,บัตรดี,,กลาง
034,นครสวรรค์ เขต3,A5803,เพื่อไทย,18,กลาง
001,นครสวรรค์ เขต3,A5803,ประชาธิปัตย์,8,กลาง
192,นครสวรรค์ เขต3,A5803,พลังประชารัฐ,12,กลาง
177,นครสวรรค์ เขต3,A5803,อนาคตใหม่,14,กลาง
063,นครสวรรค์ เขต3,A5803,ภูมิใจไทย,8,กลาง
077,นครสวรรค์ เขต3,A5803,พรรคไทยรักษาชาติ,9,กลาง
145,นครสวรรค์ เขต3,A5803,เสรีรวมไทย,11,กลาง
181,นครสวรรค์ เขต3,A5803,รวมพลังประชาชาติไทย,14,กลาง
000,นครสวรรค์ เขต3,A5803,บัตรเสีย,5,กลาง
888,นครสวรรค์ เขต3,A5803,ไม่ใช่สิทธิ์ลงคะแนน,1,กลาง
999,นครสวรรค์ เขต4,A5804,บัตรดี,,กลาง
034,นครสวรรค์ เขต4,A5804,เพื่อไทย,14,กลาง
001,นครสวรรค์ เขต4,A5804,ประชาธิปัตย์,7,กลาง
192,นครสวรรค์ เขต4,A5804,พลังประชารัฐ,13,กลาง
177,นครสวรรค์ เขต4,A5804,อนาคตใหม่,16,กลาง
063,นครสวรรค์ เขต4,A5804,ภูมิใจไทย,8,กลาง
077,นครสวรรค์ เขต4,A5804,พรรคไทยรักษาชาติ,8,กลาง
145,นครสวรรค์ เขต4,A5804,เสรีรวมไทย,6,กลาง
181,นครสวรรค์ เขต4,A5804,รวมพลังประชาชาติไทย,5,กลาง
000,นครสวรรค์ เขต4,A5804,บัตรเสีย,14,กลาง
888,นครสวรรค์ เขต4,A5804,ไม่ใช่สิทธิ์ลงคะแนน,9,กลาง
999,นครสวรรค์ เขต5,A5805,บัตรดี,,กลาง
034,นครสวรรค์ เขต5,A5805,เพื่อไทย,20,กลาง
001,นครสวรรค์ เขต5,A5805,ประชาธิปัตย์,9,กลาง
192,นครสวรรค์ เขต5,A5805,พลังประชารัฐ,14,กลาง
177,นครสวรรค์ เขต5,A5805,อนาคตใหม่,9,กลาง
063,นครสวรรค์ เขต5,A5805,ภูมิใจไทย,11,กลาง
077,นครสวรรค์ เขต5,A5805,พรรคไทยรักษาชาติ,10,กลาง
145,นครสวรรค์ เขต5,A5805,เสรีรวมไทย,5,กลาง
181,นครสวรรค์ เขต5,A5805,รวมพลังประชาชาติไทย,6,กลาง
000,นครสวรรค์ เขต5,A5805,บัตรเสีย,12,กลาง
888,นครสวรรค์ เขต5,A5805,ไม่ใช่สิทธิ์ลงคะแนน,4,กลาง
999,นครสวรรค์ เขต6,A5806,บัตรดี,,กลาง
034,นครสวรรค์ เขต6,A5806,เพื่อไทย,7,กลาง
001,นครสวรรค์ เขต6,A5806,ประชาธิปัตย์,14,กลาง
192,นครสวรรค์ เขต6,A5806,พลังประชารัฐ,7,กลาง
177,นครสวรรค์ เขต6,A5806,อนาคตใหม่,11,กลาง
063,นครสวรรค์ เขต6,A5806,ภูมิใจไทย,15,กลาง
077,นครสวรรค์ เขต6,A5806,พรรคไทยรักษาชาติ,8,กลาง
145,นครสวรรค์ เขต6,A5806,เสรีรวมไทย,14,กลาง
181,นครสวรรค์ เขต6,A5806,รวมพลังประชาชาติไทย,14,กลาง
000,นครสวรรค์ เขต6,A5806,บัตรเสีย,7,กลาง
888,นครสวรรค์ เขต6,A5806,ไม่ใช่สิทธิ์ลงคะแนน,3,กลาง
999,นนทบุรี เขต1,A5901,บัตรดี,,กทมและปริมณฑล
034,นนทบุรี เขต1,A5901,เพื่อไทย,13,กทมและปริมณฑล
001,นนทบุรี เขต1,A5901,ประชาธิปัตย์,6,กทมและปริมณฑล
192,นนทบุรี เขต1,A5901,พลังประชารัฐ,15,กทมและปริมณฑล
177,นนทบุรี เขต1,A5901,อนาคตใหม่,13,กทมและปริมณฑล
063,นนทบุรี เขต1,A5901,ภูมิใจไทย,12,กทมและปริมณฑล
077,นนทบุรี เขต1,A5901,พรรคไทยรักษาชาติ,7,กทมและปริมณฑล
145,นนทบุรี เขต1,A5901,เสรีรวมไทย,7,กทมและปริมณฑล
181,นนทบุรี เขต1,A5901,รวมพลังประชาชาติไทย,9,กทมและปริมณฑล
000,นนทบุรี เขต1,A5901,บัตรเสีย,12,กทมและปริมณฑล
888,นนทบุรี เขต1,A5901,ไม่ใช่สิทธิ์ลงคะแนน,5,กทมและปริมณฑล
999,นนทบุรี เขต2,A5902,บัตรดี,,กทมและปริมณฑล
034,นนทบุรี เขต2,A5902,เพื่อไทย,16,กทมและปริมณฑล
001,นนทบุรี เขต2,A5902,ประชาธิปัตย์,6,กทมและปริมณฑล
192,นนทบุรี เขต2,A5902,พลังประชารัฐ,8,กทมและปริมณฑล
177,นนทบุรี เขต2,A5902,อนาคตใหม่,10,กทมและปริมณฑล
063,นนทบุรี เขต2,A5902,ภูมิใจไทย,6,กทมและปริมณฑล
077,นนทบุรี เขต2,A5902,พรรคไทยรักษาชาติ,13,กทมและปริมณฑล
145,นนทบุรี เขต2,A5902,เสรีรวมไทย,5,กทมและปริมณฑล
181,นนทบุรี เขต2,A5902,รวมพลังประชาชาติไทย,16,กทมและปริมณฑล
000,นนทบุรี เขต2,A5902,บัตรเสีย,11,กทมและปริมณฑล
888,นนทบุรี เขต2,A5902,ไม่ใช่สิทธิ์ลงคะแนน,9,กทมและปริมณฑล
999,นนทบุรี เขต3,A5903,บัตรดี,,กทมและปริมณฑล
034,นนทบุรี เขต3,A5903,เพื่อไทย,14,กทมและปริมณฑล
001,นนทบุรี เขต3,A5903,ประชาธิปัตย์,9,กทมและปริมณฑล
192,นนทบุรี เขต3,A5903,พลังประชารัฐ,10,กทมและปริมณฑล
177,นนทบุรี เขต3,A5903,อนาคตใหม่,9,กทมและปริมณฑล
063,นนทบุรี เขต3,A5903,ภูมิใจไทย,12,กทมและปริมณฑล
077,นนทบุรี เขต3,A5903,พรรคไทยรักษาชาติ,7,กทมและปริมณฑล
145,นนทบุรี เขต3,A5903,เสรีรวมไทย,14,กทมและปริมณฑล
181,นนทบุรี เขต3,A5903,รวมพลังประชาชาติไทย,6,กทมและปริมณฑล
000,นนทบุรี เขต3,A5903,บัตรเสีย,15,กทมและปริมณฑล
888,นนทบุรี เขต3,A5903,ไม่ใช่สิทธิ์ลงคะแนน,4,กทมและปริมณฑล
999,นนทบุรี เขต4,A5904,บัตรดี,,กทมและปริมณฑล
034,นนทบุรี เขต4,A5904,เพื่อไทย,5,กทมและปริมณฑล
001,นนทบุรี เขต4,A5904,ประชาธิปัตย์,5,กทมและปริมณฑล
192,นนทบุรี เขต4,A5904,พลังประชารัฐ,19,กทมและปริมณฑล
177,นนทบุรี เขต4,A5904,อนาคตใหม่,12,กทมและปริมณฑล
063,นนทบุรี เขต4,A5904,ภูมิใจไทย,11,กทมและปริมณฑล
077,นนทบุรี เขต4,A5904,พรรคไทยรักษาชาติ,9,กทมและปริมณฑล
145,นนทบุรี เขต4,A5904,เสรีรวมไทย,20,กทมและปริมณฑล
181,นนทบุรี เขต4,A5904,รวมพลังประชาชาติไทย,7,กทมและปริมณฑล
000,นนทบุรี เขต4,A5904,บัตรเสีย,11,กทมและปริมณฑล
888,นนทบุรี เขต4,A5904,ไม่ใช่สิทธิ์ลงคะแนน,1,กทมและปริมณฑล
999,นนทบุรี เขต5,A5905,บัตรดี,,กทมและปริมณฑล
034,นนทบุรี เขต5,A5905,เพื่อไทย,7,กทมและปริมณฑล
001,นนทบุรี เขต5,A5905,ประชาธิปัตย์,6,กทมและปริมณฑล
192,นนทบุรี เขต5,A5905,พลังประชารัฐ,15,กทมและปริมณฑล
177,นนทบุรี เขต5,A5905,อนาคตใหม่,13,กทมและปริมณฑล
063,นนทบุรี เขต5,A5905,ภูมิใจไทย,6,กทมและปริมณฑล
077,นนทบุรี เขต5,A5905,พรรคไทยรักษาชาติ,10,กทมและปริมณฑล
145,นนทบุรี เขต5,A5905,เสรีรวมไทย,10,กทมและปริมณฑล
