IdArea,NameArea,idParty,NameArea,NoRegister,NameRegister,Status,NameInitial,Tags[],คะแนน,Source
A5403,เพชรบูรณ์ เขต3,145,เสรีรวมไทย,7,กชมล ปรีชาปิ่นละออ,TRUE,สร.,,,
A5403,เพชรบูรณ์ เขต3,181,รวมพลังประชาชาติไทย,8,ธรรมนูญ เยาวยัง,TRUE,รปช.,,,
A5404,เพชรบูรณ์ เขต4,034,เพื่อไทย,1,สุกัญญา แก้วนพรัตน์,TRUE,พท.,,,
A5404,เพชรบูรณ์ เขต4,001,ประชาธิปัตย์,2,กุลภัสสร์ อินทร์แก้ว,TRUE,ปชป.,,,
A5404,เพชรบูรณ์ เขต4,192,พลังประชารัฐ,3,สุรพรรณ ปรานสุข,TRUE,พปชร.,,,
A5404,เพชรบูรณ์ เขต4,177,อนาคตใหม่,4,ทินวัฒน์ ธรรมรักษา,TRUE,อ.น.ค.,,,
A5404,เพชรบูรณ์ เขต4,063,ภูมิใจไทย,5,อลงกรณ์ กอนจินดา,TRUE,ภท.,,,
A5404,เพชรบูรณ์ เขต4,077,พรรคไทยรักษาชาติ,6,มุจลิน แกสมาน,TRUE,ทษช.,,,
A5404,เพชรบูรณ์ เขต4,145,เสรีรวมไทย,7,วิษณุ ประจง,TRUE,สร.,,,
A5404,เพชรบูรณ์ เขต4,181,รวมพลังประชาชาติไทย,8,ณัฐกานต์ เหลืองภิรมย์,TRUE,รปช.,,,
A5405,เพชรบูรณ์ เขต5,034,เพื่อไทย,1,ประพนธ์ คำพงษ์,TRUE,พท.,,,
A5405,เพชรบูรณ์ เขต5,001,ประชาธิปัตย์,2,ปัทตพงศ์ บำเพ็ญ,TRUE,ปชป.,,,
A5405,เพชรบูรณ์ เขต5,192,พลังประชารัฐ,3,ณัฐพล วิศาลวชิโรภาส,TRUE,พปชร.,,,
A5405,เพชรบูรณ์ เขต5,177,อนาคตใหม่,4,ขิมมิกา วุฒิสาร,TRUE,อ.น.ค.,,,
A5405,เพชรบูรณ์ เขต5,063,ภูมิใจไทย,5,ศิริวุธ เทพศักดิ์,TRUE,ภท.,,,
A5405,เพชรบูรณ์ เขต5,077,พรรคไทยรักษาชาติ,6,มาลิสา เกษรา,TRUE,ทษช.,,,
A5405,เพชรบูรณ์ เขต5,145,เสรีรวมไทย,7,ชัยธวัช วินทะใชย,TRUE,สร.,,,
A5405,เพชรบูรณ์ เขต5,181,รวมพลังประชาชาติไทย,8,ธิดารัตน์ เพ็งอารีย์,TRUE,รปช.,,,
A5501,มหาสารคาม เขต1,034,เพื่อไทย,1,ธีระพงศ์ ศรีสุวรรณ์,TRUE,พท.,,,
A5501,มหาสารคาม เขต1,001,ประชาธิปัตย์,2,เนติพงษ์ พูลมะเริง,TRUE,ปชป.,,,
A5501,มหาสารคาม เขต1,192,พลังประชารัฐ,3,ภัทรียา มีแก้ว,TRUE,พปชร.,,,
A5501,มหาสารคาม เขต1,177,อนาคตใหม่,4,ประนาท เขียวชะอุ่ม,TRUE,อ.น.ค.,,,
A5501,มหาสารคาม เขต1,063,ภูมิใจไทย,5,ศุภลักษณ์ หีบทอง,TRUE,ภท.,,,
A5501,มหาสารคาม เขต1,077,พรรคไทยรักษาชาติ,6,ภูวนัตถ์ ดีศรีศักดิ์,TRUE,ทษช.,,,
A5501,มหาสารคาม เขต1,145,เสรีรวมไทย,7,กิตติ ยุทธศาสตร์โกศล,TRUE,สร.,,,
A5501,มหาสารคาม เขต1,181,รวมพลังประชาชาติไทย,8,วุฒิชัย โทดำมา,TRUE,รปช.,,,
A5502,มหาสารคาม เขต2,034,เพื่อไทย,1,เอกณรงค์ เที่ยงธรรม,TRUE,พท.,,,
A5502,มหาสารคาม เขต2,001,ประชาธิปัตย์,2,อนัญญา พัฒนะบุษย์,TRUE,ปชป.,,,
A5502,มหาสารคาม เขต2,192,พลังประชารัฐ,3,สุวิจักขณ์ หมิดสะแหล้,TRUE,พปชร.,,,
A5502,มหาสารคาม เขต2,177,อนาคตใหม่,4,รัชกฤช ภูวราพิทักษ์,TRUE,อ.น.ค.,,,
A5502,มหาสารคาม เขต2,063,ภูมิใจไทย,5,ธนวัฒน์ ตุลาพัฒน์,TRUE,ภท.,,,
A5502,มหาสารคาม เขต2,077,พรรคไทยรักษาชาติ,6,สกุณา คำจอ,TRUE,ทษช.,,,
A5502,มหาสารคาม เขต2,145,เสรีรวมไทย,7,ธนัชทัศน์ รักนิ่ม,TRUE,สร.,,,
A5502,มหาสารคาม เขต2,181,รวมพลังประชาชาติไทย,8,ธวัชชัย รองราม,TRUE,รปช.,,,
A5503,มหาสารคาม เขต3,034,เพื่อไทย,1,นภาพร ยังแสนภู,TRUE,พท.,,,
A5503,มหาสารคาม เขต3,001,ประชาธิปัตย์,2,สุรัชดา รัตนพัฒน์,TRUE,ปชป.,,,
A5503,มหาสารคาม เขต3,192,พลังประชารัฐ,3,อภิชัย รัตนานก,TRUE,พปชร.,,,
A5503,มหาสารคาม เขต3,177,อนาคตใหม่,4,นิปุณ พิทยามณี,TRUE,อ.น.ค.,,,
A5503,มหาสารคาม เขต3,063,ภูมิใจไทย,5,อัพสูฟาร์ เบ็ญดือราแม,TRUE,ภท.,,,
A5503,มหาสารคาม เขต3,077,พรรคไทยรักษาชาติ,6,พัฒน์ชญา แสงสีดา,TRUE,ทษช.,,,
A5503,มหาสารคาม เขต3,145,เสรีรวมไทย,7,สราวุธ ชาติเอกชัย,TRUE,สร.,,,
A5503,มหาสารคาม เขต3,181,รวมพลังประชาชาติไทย,8,ทนงศักดิ์ หิ้งประเสริฐ,TRUE,รปช.,,,
A5504,มหาสารคาม เขต4,034,เพื่อไทย,1,ธนาพร ศรีพิณ,TRUE,พท.,,,
A5504,มหาสารคาม เขต4,001,ประชาธิปัตย์,2,สรีวรรณ์ พงษ์วร,TRUE,ปชป.,,,
A5504,มหาสารคาม เขต4,192,พลังประชารัฐ,3,ธีระศักดิ์ ผ่องศาลา,TRUE,พปชร.,,,
A5504,มหาสารคาม เขต4,177,อนาคตใหม่,4,กรณิกา เต้าน้ำ,TRUE,อ.น.ค.,,,
A5504,มหาสารคาม เขต4,063,ภูมิใจไทย,5,สิทธิศักดิ์ ประดา,TRUE,ภท.,,,
A5504,มหาสารคาม เขต4,077,พรรคไทยรักษาชาติ,6,ศตวรรษ ทานะมัย,TRUE,ทษช.,,,
A5504,มหาสารคาม เขต4,145,เสรีรวมไทย,7,วิเชียร พันธ์ศรี,TRUE,สร.,,,
A5504,มหาสารคาม เขต4,181,รวมพลังประชาชาติไทย,8,เอื้ออังกูร อนันตพันธ์,TRUE,รปช.,,,
A5505,มหาสารคาม เขต5,034,เพื่อไทย,1,นฤมล เกิดสูง,TRUE,พท.,,,
A5505,มหาสารคาม เขต5,001,ประชาธิปัตย์,2,ศิวศรณ์ เสี่ยงบุญ,TRUE,ปชป.,,,
A5505,มหาสารคาม เขต5,192,พลังประชารัฐ,3,สรวิชญ์ วงศ์เทพนิวัติ,TRUE,พปชร.,,,
A5505,มหาสารคาม เขต5,177,อนาคตใหม่,4,ฐิติพงศ์ จินพล,TRUE,อ.น.ค.,,,
A5505,มหาสารคาม เขต5,063,ภูมิใจไทย,5,ศิรินุช สุขจำเริญ,TRUE,ภท.,,,
A5505,มหาสารคาม เขต5,077,พรรคไทยรักษาชาติ,6,ชนิกานต์ วงเวียน,TRUE,ทษช.,,,
A5505,มหาสารคาม เขต5,145,เสรีรวมไทย,7,จิราภรณ์ ทองเต็ม,TRUE,สร.,,,
A5505,มหาสารคาม เขต5,181,รวมพลังประชาชาติไทย,8,อับดุลมานัน เจ๊ะและ,TRUE,รปช.,,,
A5601,ราชบุรี เขต1,034,เพื่อไทย,1,พัณณิตา ศิริไปล์,TRUE,พท.,,,
A5601,ราชบุรี เขต1,001,ประชาธิปัตย์,2,ฐานันท์ดา สุดาโรจน์หิรัญ,TRUE,ปชป.,,,
A5601,ราชบุรี เขต1,192,พลังประชารัฐ,3,สุปราณี วันสุวรรณ์,TRUE,พปชร.,,,
A5601,ราชบุรี เขต1,177,อนาคตใหม่,4,ชัยสิทธิ์ ถนอมเล็ก,TRUE,อ.น.ค.,,,
A5601,ราชบุรี เขต1,063,ภูมิใจไทย,5,ฐิตาพร สิงห์สม,TRUE,ภท.,,,
A5601,ราชบุรี เขต1,077,พรรคไทยรักษาชาติ,6,ปาริชาติ ฉายแสง,TRUE,ทษช.,,,
A5601,ราชบุรี เขต1,145,เสรีรวมไทย,7,ประสิทธิชัย แก้วประจุ,TRUE,สร.,,,
A5601,ราชบุรี เขต1,181,รวมพลังประชาชาติไทย,8,อัจฉรีย์ มัดยารัมย์,TRUE,รปช.,,,
A5602,ราชบุรี เขต2,034,เพื่อไทย,1,ธันยารัตน์ ฤาชา,TRUE,พท.,,,
A5602,ราชบุรี เขต2,001,ประชาธิปัตย์,2,สุจิรา เขียวสด,TRUE,ปชป.,,,
A5602,ราชบุรี เขต2,192,พลังประชารัฐ,3,บุญแสง ชุติมาวีระกุล,TRUE,พปชร.,,,
A5602,ราชบุรี เขต2,177,อนาคตใหม่,4,พัชรี วงษ์ชาลี,TRUE,อ.น.ค.,,,
A5602,ราชบุรี เขต2,063,ภูมิใจไทย,5,วัชระ มูลทองเนียม,TRUE,ภท.,,,
A5602,ราชบุรี เขต2,077,พรรคไทยรักษาชาติ,6,สมฤทัย ร่วมพุ่ม,TRUE,ทษช.,,,
A5602,ราชบุรี เขต2,145,เสรีรวมไทย,7,อาทิตย์ โมสิกะ,TRUE,สร.,,,
A5602,ราชบุรี เขต2,181,รวมพลังประชาชาติไทย,8,ประภาพรรณ โพธิ์ประสิทธิ์,TRUE,รปช.,,,
A5603,ราชบุรี เขต3,034,เพื่อไทย,1,ธิติพันธุ์ จันทรเพท,TRUE,พท.,,,
A5603,ราชบุรี เขต3,001,ประชาธิปัตย์,2,สัณธนา เกษอินทร์,TRUE,ปชป.,,,
A5603,ราชบุรี เขต3,192,พลังประชารัฐ,3,วาสนา มะลิลา,TRUE,พปชร.,,,
A5603,ราชบุรี เขต3,177,อนาคตใหม่,4,นินันญา ดัดสกรค์,TRUE,อ.น.ค.,,,
A5603,ราชบุรี เขต3,063,ภูมิใจไทย,5,พัฒนเศรษฐ เลิศศราวุธ,TRUE,ภท.,,,
A5603,ราชบุรี เขต3,077,พรรคไทยรักษาชาติ,6,กฤษกร มณีธร,TRUE,ทษช.,,,
A5603,ราชบุรี เขต3,145,เสรีรวมไทย,7,ศุภวัฒน์ แก้วขาว,TRUE,สร.,,,
A5603,ราชบุรี เขต3,181,รวมพลังประชาชาติไทย,8,ชาคริต ทองสุกมาก,TRUE,รปช.,,,
A5604,ราชบุรี เขต4,034,เพื่อไทย,1,ณัฐพล กำกระโทก,TRUE,พท.,,,
A5604,ราชบุรี เขต4,001,ประชาธิปัตย์,2,กระถิน มัชฌิมา,TRUE,ปชป.,,,
A5604,ราชบุรี เขต4,192,พลังประชารัฐ,3,ยุทธนา สัจจารักษ์,TRUE,พปชร.,,,
A5604,ราชบุรี เขต4,177,อนาคตใหม่,4,ซีตีซารีฮา เจ๊ะแม,TRUE,อ.น.ค.,,,
A5604,ราชบุรี เขต4,063,ภูมิใจไทย,5,ภูริทัต ดำยศ,TRUE,ภท.,,,
A5604,ราชบุรี เขต4,077,พรรคไทยรักษาชาติ,6,ณัฐนารา ชูทุ่งยอ,TRUE,ทษช.,,,
A5604,ราชบุรี เขต4,145,เสรีรวมไทย,7,วัชราภรณ์ พัวภากร,TRUE,สร.,,,
A5604,ราชบุรี เขต4,181,รวมพลังประชาชาติไทย,8,ณรงค์ หมอป่า,TRUE,รปช.,,,
A5605,ราชบุรี เขต5,034,เพื่อไทย,1,รุ่งศศิธร ทองคำ,TRUE,พท.,,,
A5605,ราชบุรี เขต5,001,ประชาธิปัตย์,2,กรธน สนธิรักษ์,TRUE,ปชป.,,,
A5605,ราชบุรี เขต5,192,พลังประชารัฐ,3,มนทกาญจน์ ดินแดง,TRUE,พปชร.,,,
A5605,ราชบุรี เขต5,177,อนาคตใหม่,4,วริศรา สร้อยมณี,TRUE,อ.น.ค.,,,
A5605,ราชบุรี เขต5,063,ภูมิใจไทย,5,กมลชนก ปานบุญ,TRUE,ภท.,,,
A5605,ราชบุรี เขต5,077,พรรคไทยรักษาชาติ,6,ชยุตม์ ชื่นจิตต์เสาวคนธ์,TRUE,ทษช.,,,
A5605,ราชบุรี เขต5,145,เสรีรวมไทย,7,ศรัณยู หยกเจริญ,TRUE,สร.,,,
A5605,ราชบุรี เขต5,181,รวมพลังประชาชาติไทย,8,อนุสรา แผ่นผา,TRUE,รปช.,,,
A5701,ชัยภูมิ เขต1,034,เพื่อไทย,1,ภัทร์สดา จันทรังษี,TRUE,พท.,,,
A5701,ชัยภูมิ เขต1,001,ประชาธิปัตย์,2,อุศา หินเกิด,TRUE,ปชป.,,,
A5701,ชัยภูมิ เขต1,192,พลังประชารัฐ,3,จันทร์จิรา หามหละ,TRUE,พปชร.,,,
A5701,ชัยภูมิ เขต1,177,อนาคตใหม่,4,พัชรี อาษาวัง,TRUE,อ.น.ค.,,,
A5701,ชัยภูมิ เขต1,063,ภูมิใจไทย,5,สาวิณี จ้อยทองมูล,TRUE,ภท.,,,
A5701,ชัยภูมิ เขต1,077,พรรคไทยรักษาชาติ,6,ปราการ อรัญนารถ,TRUE,ทษช.,,,
A5701,ชัยภูมิ เขต1,145,เสรีรวมไทย,7,นนท์นิวัติ เที่ยงดี,TRUE,สร.,,,
A5701,ชัยภูมิ เขต1,181,รวมพลังประชาชาติไทย,8,ทิพย์วัลย์ เธียรไทย,TRUE,รปช.,,,
A5702,ชัยภูมิ เขต2,034,เพื่อไทย,1,รติรส แก้วพวง,TRUE,พท.,,,
A5702,ชัยภูมิ เขต2,001,ประชาธิปัตย์,2,ณัฐวรรณ สุขรี,TRUE,ปชป.,,,
A5702,ชัยภูมิ เขต2,192,พลังประชารัฐ,3,อนัญลักษณ์ แสงทองคำ,TRUE,พปชร.,,,
A5702,ชัยภูมิ เขต2,177,อนาคตใหม่,4,ทิพาวรรณ รัศมีสุขสรร,TRUE,อ.น.ค.,,,
A5702,ชัยภูมิ เขต2,063,ภูมิใจไทย,5,ปัทมา เปรมปราชญ์,TRUE,ภท.,,,
A5702,ชัยภูมิ เขต2,077,พรรคไทยรักษาชาติ,6,ธราญา ลิ้มประสาท,TRUE,ทษช.,,,
A5702,ชัยภูมิ เขต2,145,เสรีรวมไทย,7,วรรณภร ไพโรจน์,TRUE,สร.,,,
A5702,ชัยภูมิ เขต2,181,รวมพลังประชาชาติไทย,8,ณัฐวุฒิ อาการักษ์,TRUE,รปช.,,,
A5703,ชัยภูมิ เขต3,034,เพื่อไทย,1,พิจิตร จิตทร,TRUE,พท.,,,
A5703,ชัยภูมิ เขต3,001,ประชาธิปัตย์,2,ณัฐดนัย สุทาวัน,TRUE,ปชป.,,,
A5703,ชัยภูมิ เขต3,192,พลังประชารัฐ,3,บังอร เสกสรรค์,TRUE,พปชร.,,,
A5703,ชัยภูมิ เขต3,177,อนาคตใหม่,4,วรรณศร วิเศษศิริ,TRUE,อ.น.ค.,,,
A5703,ชัยภูมิ เขต3,063,ภูมิใจไทย,5,จิระภา ไกรพินิจ,TRUE,ภท.,,,
A5703,ชัยภูมิ เขต3,077,พรรคไทยรักษาชาติ,6,จิระนนท์ หนูเศษ,TRUE,ทษช.,,,
A5703,ชัยภูมิ เขต3,145,เสรีรวมไทย,7,ศิริวรรณ ชัยณรงค์,TRUE,สร.,,,
A5703,ชัยภูมิ เขต3,181,รวมพลังประชาชาติไทย,8,เจษฎาภรณ์ คำตีบ,TRUE,รปช.,,,
A5704,ชัยภูมิ เขต4,034,เพื่อไทย,1,ธิปบดี ประทุมสุวรรณ,TRUE,พท.,,,
A5704,ชัยภูมิ เขต4,001,ประชาธิปัตย์,2,ธนากร พิศมร,TRUE,ปชป.,,,
A5704,ชัยภูมิ เขต4,192,พลังประชารัฐ,3,วรพงศ์ พุฒชนะ,TRUE,พปชร.,,,
A5704,ชัยภูมิ เขต4,177,อนาคตใหม่,4,สิริขวัญ ฟักสมบูรณ์,TRUE,อ.น.ค.,,,
A5704,ชัยภูมิ เขต4,063,ภูมิใจไทย,5,กัญญาวีร์ พลับวังกล่ำ,TRUE,ภท.,,,
A5704,ชัยภูมิ เขต4,077,พรรคไทยรักษาชาติ,6,โรจชนะ พริกเบ็ญจะ,TRUE,ทษช.,,,
A5704,ชัยภูมิ เขต4,145,เสรีรวมไทย,7,อำภา ลิ้มสกุล,TRUE,สร.,,,
A5704,ชัยภูมิ เขต4,181,รวมพลังประชาชาติไทย,8,บงกชพร พนาภรศิริกุล,TRUE,รปช.,,,
A5705,ชัยภูมิ เขต5,034,เพื่อไทย,1,วัลยา สุขสุวรรณ,TRUE,พท.,,,
A5705,ชัยภูมิ เขต5,001,ประชาธิปัตย์,2,ศิริพร คำมิ่ง,TRUE,ปชป.,,,
A5705,ชัยภูมิ เขต5,192,พลังประชารัฐ,3,บุริศร์ แก่นแก้ว,TRUE,พปชร.,,,
A5705,ชัยภูมิ เขต5,177,อนาคตใหม่,4,อังสนา สิริโรจนพุฒิ,TRUE,อ.น.ค.,,,
A5705,ชัยภูมิ เขต5,063,ภูมิใจไทย,5,จักรกฤษณ์ โพธิรัตน์,TRUE,ภท.,,,
A5705,ชัยภูมิ เขต5,077,พรรคไทยรักษาชาติ,6,กฤตยา โภคพิพัฒน์,TRUE,ทษช.,,,
A5705,ชัยภูมิ เขต5,145,เสรีรวมไทย,7,รัชชานนท์ มีชัย,TRUE,สร.,,,
A5705,ชัยภูมิ เขต5,181,รวมพลังประชาชาติไทย,8,โชติพงศ์ ทุมพงษ์,TRUE,รปช.,,,
A5706,ชัยภูมิ เขต6,034,เพื่อไทย,1,สุพิชชา เจริญภักดี,TRUE,พท.,,,
A5706,ชัยภูมิ เขต6,001,ประชาธิปัตย์,2,สุวรรณี เพียรดี,TRUE,ปชป.,,,
A5706,ชัยภูมิ เขต6,192,พลังประชารัฐ,3,ณิชนันทน์ แสนเสริม,TRUE,พปชร.,,,
A5706,ชัยภูมิ เขต6,177,อนาคตใหม่,4,ชนน มังคลา,TRUE,อ.น.ค.,,,
A5706,ชัยภูมิ เขต6,063,ภูมิใจไทย,5,ตะวัน จิววัฒนานนท์,TRUE,ภท.,,,
A5706,ชัยภูมิ เขต6,077,พรรคไทยรักษาชาติ,6,อุทัยรัตน์ จงจามรีสีทอง,TRUE,ทษช.,,,
A5706,ชัยภูมิ เขต6,145,เสรีรวมไทย,7,พีรศิษฏ์ แสนประสิทธิ์,TRUE,สร.,,,
A5706,ชัยภูมิ เขต6,181,รวมพลังประชาชาติไทย,8,ธิตินันท์ โกศลอาคมวิทยา,TRUE,รปช.,,,
A5801,นครสวรรค์ เขต1,034,เพื่อไทย,1,กันยารัตน์ บัวศรี,TRUE,พท.,,,
A5801,นครสวรรค์ เขต1,001,ประชาธิปัตย์,2,แทน น้ำเงิน,TRUE,ปชป.,,,
A5801,นครสวรรค์ เขต1,192,พลังประชารัฐ,3,อรรถพร ประทุมมาตย์,TRUE,พปชร.,,,
A5801,นครสวรรค์ เขต1,177,อนาคตใหม่,4,ธนู เซ่งหนู,TRUE,อ.น.ค.,,,
A5801,นครสวรรค์ เขต1,063,ภูมิใจไทย,5,พนิดา คชินทร,TRUE,ภท.,,,
A5801,นครสวรรค์ เขต1,077,พรรคไทยรักษาชาติ,6,ศรชัย ใจดี,TRUE,ทษช.,,,
A5801,นครสวรรค์ เขต1,145,เสรีรวมไทย,7,สงกรานต์ แดงสวัสดิ์,TRUE,สร.,,,
A5801,นครสวรรค์ เขต1,181,รวมพลังประชาชาติไทย,8,นพรัตน์ น้อยสนิท,TRUE,รปช.,,,
A5802,นครสวรรค์ เขต2,034,เพื่อไทย,1,พิมลดา คำสำลี,TRUE,พท.,,,
A5802,นครสวรรค์ เขต2,001,ประชาธิปัตย์,2,ธนวัฒน์ ทัศนโกวิท,TRUE,ปชป.,,,
A5802,นครสวรรค์ เขต2,192,พลังประชารัฐ,3,หนึ่งนุช จันทร์กุล,TRUE,พปชร.,,,
A5802,นครสวรรค์ เขต2,177,อนาคตใหม่,4,ปฐมาภรณ์ ประพิศพงศ์วานิช,TRUE,อ.น.ค.,,,
A5802,นครสวรรค์ เขต2,063,ภูมิใจไทย,5,วนิดา บุตรโรจน์,TRUE,ภท.,,,
A5802,นครสวรรค์ เขต2,077,พรรคไทยรักษาชาติ,6,จิรวรรณ ดับโศรก,TRUE,ทษช.,,,
A5802,นครสวรรค์ เขต2,145,เสรีรวมไทย,7,สุนันทา เจริญราช,TRUE,สร.,,,
A5802,นครสวรรค์ เขต2,181,รวมพลังประชาชาติไทย,8,สุพรรณี ทุมภิลา,TRUE,รปช.,,,
A5803,นครสวรรค์ เขต3,034,เพื่อไทย,1,เบญจวรรณ ภู่ระหงษ์,TRUE,พท.,,,
A5803,นครสวรรค์ เขต3,001,ประชาธิปัตย์,2,ปณิธาน สนิทสนม,TRUE,ปชป.,,,
A5803,นครสวรรค์ เขต3,192,พลังประชารัฐ,3,จันทร์จิรา น้อยพรหม,TRUE,พปชร.,,,
A5803,นครสวรรค์ เขต3,177,อนาคตใหม่,4,พรนัชชา ก่อเจริญสกุล,TRUE,อ.น.ค.,,,
A5803,นครสวรรค์ เขต3,063,ภูมิใจไทย,5,พชนกรณ์ โสรเนตร,TRUE,ภท.,,,
A5803,นครสวรรค์ เขต3,077,พรรคไทยรักษาชาติ,6,ตะวัน ชัยยะคำ,TRUE,ทษช.,,,
A5803,นครสวรรค์ เขต3,145,เสรีรวมไทย,7,ปารวีย์ ขำเจริญ,TRUE,สร.,,,
A5803,นครสวรรค์ เขต3,181,รวมพลังประชาชาติไทย,8,ณัฐนรี แก้วสุวรรณ,TRUE,รปช.,,,
A5804,นครสวรรค์ เขต4,034,เพื่อไทย,1,ริยาวดี จิรังดา,TRUE,พท.,,,
A5804,นครสวรรค์ เขต4,001,ประชาธิปัตย์,2,ทัศน์พล สินทอง,TRUE,ปชป.,,,
A5804,นครสวรรค์ เขต4,192,พลังประชารัฐ,3,ศศิมาภรณ์ พลพงษ์,TRUE,พปชร.,,,
A5804,นครสวรรค์ เขต4,177,อนาคตใหม่,4,จาตุรงค์ สมพันธุ์,TRUE,อ.น.ค.,,,
A5804,นครสวรรค์ เขต4,063,ภูมิใจไทย,5,จุฑารัตน์ หลีแคล้ว,TRUE,ภท.,,,
A5804,นครสวรรค์ เขต4,077,พรรคไทยรักษาชาติ,6,พรนิภา จิตมุ่ง,TRUE,ทษช.,,,
A5804,นครสวรรค์ เขต4,145,เสรีรวมไทย,7,เอกศักดิ์ เอมพันธ์,TRUE,สร.,,,
A5804,นครสวรรค์ เขต4,181,รวมพลังประชาชาติไทย,8,สรนนท์ ศิริธนาภิรมย์,TRUE,รปช.,,,
A5805,นครสวรรค์ เขต5,034,เพื่อไทย,1,อัจฉรา กาฬสินธ์,TRUE,พท.,,,
A5805,นครสวรรค์ เขต5,001,ประชาธิปัตย์,2,พรทิพย์ กงไกรราช,TRUE,ปชป.,,,
A5805,นครสวรรค์ เขต5,192,พลังประชารัฐ,3,ถาวร บุญเกื้อ,TRUE,พปชร.,,,
A5805,นครสวรรค์ เขต5,177,อนาคตใหม่,4,วีรวัฒน์ ภริงคาร,TRUE,อ.น.ค.,,,
A5805,นครสวรรค์ เขต5,063,ภูมิใจไทย,5,เกศกมล บุญธรรม,TRUE,ภท.,,,
A5805,นครสวรรค์ เขต5,077,พรรคไทยรักษาชาติ,6,ยุทธพิชัย นิลกาญจนกุล,TRUE,ทษช.,,,
A5805,นครสวรรค์ เขต5,145,เสรีรวมไทย,7,สุทธิฉันท์ เมฆฉาย,TRUE,สร.,,,
A5805,นครสวรรค์ เขต5,181,รวมพลังประชาชาติไทย,8,ศุภาอัญ กาญจน์กิตติ,TRUE,รปช.,,,
A5806,นครสวรรค์ เขต6,034,เพื่อไทย,1,จิราภรณ์ พงษ์ศาสตร์,TRUE,พท.,,,
A5806,นครสวรรค์ เขต6,001,ประชาธิปัตย์,2,พงค์ศักดิ์ ทองสุก,TRUE,ปชป.,,,
A5806,นครสวรรค์ เขต6,192,พลังประชารัฐ,3,พิทักษ์ชน สุทธิจิตร์,TRUE,พปชร.,,,
A5806,นครสวรรค์ เขต6,177,อนาคตใหม่,4,เอกพล สีสมทา,TRUE,อ.น.ค.,,,
A5806,นครสวรรค์ เขต6,063,ภูมิใจไทย,5,ปกรณ์ รักษาผล,TRUE,ภท.,,,
A5806,นครสวรรค์ เขต6,077,พรรคไทยรักษาชาติ,6,สราวุธ พูนแก้ว,TRUE,ทษช.,,,
A5806,นครสวรรค์ เขต6,145,เสรีรวมไทย,7,พรรณธิดา รัตนวงศ์,TRUE,สร.,,,
A5806,นครสวรรค์ เขต6,181,รวมพลังประชาชาติไทย,8,สุพัตรา เอียงพยุง,TRUE,รปช.,,,
A5901,นนทบุรี เขต1,034,เพื่อไทย,1,ชนากาญน์ อุ่นเทศ,TRUE,พท.,,,
A5901,นนทบุรี เขต1,001,ประชาธิปัตย์,2,บัณฑิต วงศ์พานิชย์,TRUE,ปชป.,,,
A5901,นนทบุรี เขต1,192,พลังประชารัฐ,3,วัชรายุทธ คีรีย้อย,TRUE,พปชร.,,,
A5901,นนทบุรี เขต1,177,อนาคตใหม่,4,เฉลิมชัย ประวัติ,TRUE,อ.น.ค.,,,
A5901,นนทบุรี เขต1,063,ภูมิใจไทย,5,วิโรจน์ กถาวิโรจน์,TRUE,ภท.,,,
A5901,นนทบุรี เขต1,077,พรรคไทยรักษาชาติ,6,ธนิกานต์ บุญด้วยลาน,TRUE,ทษช.,,,
A5901,นนทบุรี เขต1,145,เสรีรวมไทย,7,เบญจพร สะอ้อนกลาง,TRUE,สร.,,,
A5901,นนทบุรี เขต1,181,รวมพลังประชาชาติไทย,8,กนกวรรณ งามผ่อง,TRUE,รปช.,,,
A5902,นนทบุรี เขต2,034,เพื่อไทย,1,ปฏิวัติ วัฒนะปรีชาพงศ์,TRUE,พท.,,,
A5902,นนทบุรี เขต2,001,ประชาธิปัตย์,2,มณีกานต์ แก้วลิบ,TRUE,ปชป.,,,
A5902,นนทบุรี เขต2,192,พลังประชารัฐ,3,ปวเรศ ปิตานัง,TRUE,พปชร.,,,
A5902,นนทบุรี เขต2,177,อนาคตใหม่,4,ทศพล ทองเนียม,TRUE,อ.น.ค.,,,
A5902,นนทบุรี เขต2,063,ภูมิใจไทย,5,ภาวิณี ใจแผ้ว,TRUE,ภท.,,,
A5902,นนทบุรี เขต2,077,พรรคไทยรักษาชาติ,6,ประณต เสียงอ่อน,TRUE,ทษช.,,,
A5902,นนทบุรี เขต2,145,เสรีรวมไทย,7,รัตนพล เย็นสุข,TRUE,สร.,,,
A5902,นนทบุรี เขต2,181,รวมพลังประชาชาติไทย,8,ศีลทรัพย์ จวงสมุทร,TRUE,รปช.,,,
A5903,นนทบุรี เขต3,034,เพื่อไทย,1,อำนาจ ส่งเสริมธนะ,TRUE,พท.,,,
A5903,นนทบุรี เขต3,001,ประชาธิปัตย์,2,วิทยา มิมาลา,TRUE,ปชป.,,,
A5903,นนทบุรี เขต3,192,พลังประชารัฐ,3,อารือมัน สาแม,TRUE,พปชร.,,,
A5903,นนทบุรี เขต3,177,อนาคตใหม่,4,ณัฐธิดา จงใจจิตร,TRUE,อ.น.ค.,,,
A5903,นนทบุรี เขต3,063,ภูมิใจไทย,5,ศรัญญู มณี,TRUE,ภท.,,,
A5903,นนทบุรี เขต3,077,พรรคไทยรักษาชาติ,6,เตชิรา อาบสุวรรณ์,TRUE,ทษช.,,,
